identity	ext	track	path	npages	ink_sum	ink_per_page	ink_max_page	max_page_no	major_pages	note	max_page_hint	prior_mentions	prior_rounds
microsoft_learn_multi_chart_examples__xlsx	xlsx	sheets	sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	5	0.35	0.0700	0.20	3	0	ok		33	L7-charts;chart-axis-r87;chart-rest-r104;chart-smooth-r102;clip-seats-r97;dotnet
041_Business_budget_ef942467__xlsx	xlsx	sheets	sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	4	0.34	0.0850	0.14	3	0	ok		1	sheets-r53-totalsrow
111006 COMSTAC STOWG Aero spaceports IFG__pptx	pptx	slides	slides/done-001/pptx/111006 COMSTAC STOWG Aero spaceports IFG.pptx	8	0.34	0.0425	0.25	1	1	ok	bottom-right: a fill or background shading the reference has and we do not (2.11% of page, x 0.81-0.94, y 0.79-0.95)	1	dotnet
redac-fullComm-201705-EE-FRs-briefing__pptx	pptx	slides	slides/done-004/pptx/redac-fullComm-201705-EE-FRs-briefing.pptx	8	0.34	0.0425	0.16	5	0	ok		5	dotnet
ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007__ppt	ppt	slides	slides/done-002/ppt/ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007.ppt	14	0.34	0.0243	0.07	9	0	ok		0	
18-02RD301_ILS_components_Master_9-13-18__xls	xls	sheets	sheets/done-013/xls/18-02RD301_ILS_components_Master_9-13-18.xls	166	0.33	0.0020	0.10	69	0	ok		5	biff-reader-r98;numfmt-r68;sheets-e-01
6f9e605c-fded-11e3-bd0e-00144feab7de__xls	xls	sheets	sheets/done-009/xls/6f9e605c-fded-11e3-bd0e-00144feab7de.xls	16	0.33	0.0206	0.28	16	0	ok		4	ods-band-r75;sheets-d-01;sheets-e-01
004_advanced_excel_doughnut__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/004_advanced_excel_doughnut.xlsx	3	0.32	0.1067	0.32	1	0	ok		0	
011_advanced_word_chart_report__docx	docx	words	words/chartset-002/docx/011_advanced_word_chart_report.docx	1	0.32	0.3200	0.32	1	0	ok		0	
012_advanced_excel_doughnut__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/012_advanced_excel_doughnut.xlsx	3	0.32	0.1067	0.32	1	0	ok		0	
020_advanced_excel_doughnut__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/020_advanced_excel_doughnut.xlsx	3	0.32	0.1067	0.32	1	0	ok		0	
023_advanced_word_chart_report__docx	docx	words	words/chartset-002/docx/023_advanced_word_chart_report.docx	1	0.32	0.3200	0.32	1	0	ok		0	
028_advanced_excel_doughnut__xlsx	xlsx	sheets	sheets/chartset-001/xlsx/028_advanced_excel_doughnut.xlsx	3	0.32	0.1067	0.32	1	0	ok		1	sheets-r58
031_Business_expense_budget_f3a46278__xlsx	xlsx	sheets	sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	8	0.32	0.0400	0.26	8	0	ok		0	
060_Human_Body_Concept_Map_Template_ac872cfb__docx	docx	words	words/chartset-013/docx/060_Human_Body_Concept_Map_Template_ac872cfb.docx	1	0.32	0.3200	0.32	1	0	ok		0	
062_Vocabulary_Concept_Map_Template_2f7c1c09__docx	docx	words	words/chartset-014/docx/062_Vocabulary_Concept_Map_Template_2f7c1c09.docx	1	0.32	0.3200	0.32	1	1	ok	top-centre: ink we draw that the reference does not (1.21% of page, x 0.17-0.51, y 0.12-0.18)	0	
Airport Planning 09112013__ppt	ppt	slides	slides/done-009/ppt/Airport Planning 09112013.ppt	9	0.32	0.0356	0.10	2	0	ok		7	slides-arch-01;slides-b-01;slides-paint-01;slides-r53;slides-r59
Data-Architecture-Tool-Fit-Assessment-Template__xlsx	xlsx	sheets	sheets/done-009/xlsx/Data-Architecture-Tool-Fit-Assessment-Template.xlsx	22	0.32	0.0145	0.14	13	0	ok		7	sheet-ink-r94;sheets-clip-01;sheets-r58
dragon1-enterprise-architecture-document-example-v0.1d__docx	docx	words	words/done-016/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	13	0.32	0.0246	0.32	4	0	ok		0	
005_advanced_word_chart_report__docx	docx	words	words/chartset-002/docx/005_advanced_word_chart_report.docx	1	0.31	0.3100	0.31	1	0	ok		1	words-r63
017_advanced_word_chart_report__docx	docx	words	words/chartset-002/docx/017_advanced_word_chart_report.docx	1	0.31	0.3100	0.31	1	0	ok		0	
029_advanced_word_chart_report__docx	docx	words	words/chartset-002/docx/029_advanced_word_chart_report.docx	1	0.31	0.3100	0.31	1	0	ok		0	
094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281__xlsx	xlsx	sheets	sheets/chartset-008/xlsx/094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281.xlsx	1	0.31	0.3100	0.31	1	1	ok	bottom-centre: a fill or background shading the reference has and we do not (1.16% of page, x 0.36-0.55, y 0.82-0.88)	0	
064_Foot_Reflexology_Chart_Customizable_Format_79b7db06__docx	docx	words	words/chartset-011/docx/064_Foot_Reflexology_Chart_Customizable_Format_79b7db06.docx	1	0.30	0.3000	0.30	1	1	ok	top-centre: a fill or background shading we draw and the reference does not (0.67% of page, x 0.43-0.56, y 0.12-0.18)	0	
Lepore__ppt	ppt	slides	slides/done-006/ppt/Lepore.ppt	20	0.30	0.0150	0.16	11	0	ok		40	L5-slides;dotnet;ppt-autofit-r84;renderer-parity-sweep-01;slides-arch-01;slides-b-01
PBN Matrix NAAs (V01)__xlsx	xlsx	sheets	sheets/done-009/xlsx/PBN Matrix NAAs (V01).xlsx	25	0.30	0.0120	0.08	21	0	ok		33	L6-sheets;chart-axis-r87;dotnet;frame-area-r85;gate-r111;gate-r116
pie-chart-result__docx	docx	words	words/chartset-001/docx/pie-chart-result.docx	1	0.30	0.3000	0.30	1	0	ok		26	chart-inner-r110;chart-resid-r99;chart-smooth-r102;dotnet;gate-r111;rtf-shape-r73
007_Free_Genogram_Diagram_Template_Green_and_Purple_Theme_8d2ba829__docx	docx	words	words/chartset-009/docx/007_Free_Genogram_Diagram_Template_Green_and_Purple_Theme_8d2ba829.docx	1	0.29	0.2900	0.29	1	0	ok		0	
024_Unit_Circle_Chart_Colorful_Circles_7c92601e__docx	docx	words	words/chartset-012/docx/024_Unit_Circle_Chart_Colorful_Circles_7c92601e.docx	1	0.29	0.2900	0.29	1	0	ok		0	
DEP2008-1900__doc	doc	words	words/done-003/doc/DEP2008-1900.doc	4	0.29	0.0725	0.20	3	0	ok		2	L4-doc-legacy;rtf-page-r77
f111__doc	doc	words	words/done-010/doc/f111.doc	11	0.29	0.0264	0.09	10	0	ok		7	L4-doc-legacy;dotnet;fonts-r64;words-r58;words-r59
013_3-Step_Segmented_Cycle_Process_5232f82d__pptx	pptx	slides	slides/chartset-012/pptx/013_3-Step_Segmented_Cycle_Process_5232f82d.pptx	3	0.28	0.0933	0.14	1	0	ok		0	
019_4-Step_Segmented_Cycle_Process_2ff93c19__pptx	pptx	slides	slides/chartset-014/pptx/019_4-Step_Segmented_Cycle_Process_2ff93c19.pptx	3	0.28	0.0933	0.14	1	0	ok		0	
024_5-Step_Segmented_Cycle_Process_c8ca37ef__pptx	pptx	slides	slides/chartset-014/pptx/024_5-Step_Segmented_Cycle_Process_c8ca37ef.pptx	3	0.28	0.0933	0.14	1	0	ok		0	
FG-AI4NDM-TR-skeleton_template__docx	docx	words	words/done-010/docx/FG-AI4NDM-TR-skeleton_template.docx	5	0.28	0.0560	0.18	3	0	ok		1	dotnet
Reid__doc	doc	words	words/done-013/doc/Reid.doc	4	0.28	0.0700	0.14	3	0	ok		2	words-r45
hdss-bulletin-index-2019-2022__xlsx	xlsx	sheets	sheets/done-007/xlsx/hdss-bulletin-index-2019-2022.xlsx	24	0.28	0.0117	0.16	7	1	ok	top-left: a fill or background shading the reference has and we do not (1.68% of page, x 0.08-0.14, y 0.11-0.38)	10	dotnet;ods-notes-r92;ods-track-r88;probes;sheets-extra-01;sheets-r31
001_Free_Genogram_Diagram_Template_Blue_and_Gray_Theme_7c9e01a7__docx	docx	words	words/chartset-006/docx/001_Free_Genogram_Diagram_Template_Blue_and_Gray_Theme_7c9e01a7.docx	1	0.27	0.2700	0.27	1	0	ok		1	words-group-transform
iaeg_work_group_leader_updates__pptx	pptx	slides	slides/done-001/pptx/iaeg_work_group_leader_updates.pptx	1	0.27	0.2700	0.27	1	0	ok		0	
057_Organogram_Template_Vertical_Colorful_Theme_724b143c__docx	docx	words	words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	1	0.26	0.2600	0.26	1	1	ok	top-centre: ink we draw that the reference does not (0.77% of page, x 0.32-0.48, y 0.11-0.18)	1	words-r51-flies
mde087077~283__docx	docx	words	words/done-003/docx/mde087077~283.docx	4	0.26	0.0650	0.26	1	0	ok		11	L1-text-metrics;dotnet;odt-startx-r88;words-clip-rowsplit;words-continuous-header-r70;words-continuous-r72
009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0__docx	docx	words	words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	1	0.25	0.2500	0.25	1	0	ok		1	words-group-transform
072_Storyboard_Template_Colored_Theme_28524a15__docx	docx	words	words/chartset-013/docx/072_Storyboard_Template_Colored_Theme_28524a15.docx	1	0.25	0.2500	0.25	1	0	ok		0	
075_Idea_planner_tasks_f44ebd73__xlsx	xlsx	sheets	sheets/chartset-009/xlsx/075_Idea_planner_tasks_f44ebd73.xlsx	1	0.25	0.2500	0.25	1	1	ok	top-centre: a fill or background shading we draw and the reference does not (0.67% of page, x 0.53-0.72, y 0.26-0.30)	0	
084_Infographic_Hierarchy_Tree_for_PowerPoint_fda8141c__pptx	pptx	slides	slides/chartset-005/pptx/084_Infographic_Hierarchy_Tree_for_PowerPoint_fda8141c.pptx	3	0.25	0.0833	0.13	1	2	ok	top-right: ink missing from ours — a graphic, glyphs or a fill (0.45% of page, x 0.84-0.93, y 0.02-0.09)	0	
091_Business_Case_Template_Complete_Guide_cb91a140__docx	docx	words	words/chartset-013/docx/091_Business_Case_Template_Complete_Guide_cb91a140.docx	5	0.25	0.0500	0.20	1	0	ok		1	words-character-scale
2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2__xls	xls	sheets	sheets/done-002/xls/2012-GA-Survey-Chapter-6-Tables-16Dec2013-V2.xls	5	0.25	0.0500	0.25	1	0	ok		6	chart-geom-r108;gate-01;sheets-chart-01;sheets-r33;sheets-r51-bands
National-Finalists-2024-1__xlsx	xlsx	sheets	sheets/done-007/xlsx/National-Finalists-2024-1.xlsx	30	0.25	0.0083	0.21	5	0	ok		1	ods-resid-r80
004_Free_Genogram_Diagram_Template_Editable_Format_b82b6152__docx	docx	words	words/chartset-008/docx/004_Free_Genogram_Diagram_Template_Editable_Format_b82b6152.docx	1	0.24	0.2400	0.24	1	1	ok	top-left: ink we draw that the reference does not (0.57% of page, x 0.04-0.13, y 0.21-0.34)	0	
014_advanced_excel_scatter__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/014_advanced_excel_scatter.xlsx	3	0.24	0.0800	0.24	1	0	ok		2	chart-smooth-r102;sheets-r58
030_advanced_excel_scatter__xlsx	xlsx	sheets	sheets/chartset-002/xlsx/030_advanced_excel_scatter.xlsx	3	0.24	0.0800	0.24	1	0	ok		0	
20110608_psp__docx	docx	words	words/done-012/docx/20110608_psp.docx	3	0.24	0.0800	0.13	3	0	ok		2	rtf-gate-r71;words-d-01
f2_registro_de_aprovacao_com_pbcs_EN__docx	docx	words	words/done-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	2	0.24	0.1200	0.14	1	0	ok		4	dotnet;slides-missing-01;words-r55
058_Organogram_Template_With_Picture_Theme_44b79368__docx	docx	words	words/chartset-007/docx/058_Organogram_Template_With_Picture_Theme_44b79368.docx	1	0.23	0.2300	0.23	1	1	ok	top-centre: ink we draw that the reference does not (0.79% of page, x 0.35-0.51, y 0.15-0.21)	0	
096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d__xlsx	xlsx	sheets	sheets/chartset-005/xlsx/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.xlsx	2	0.23	0.1150	0.23	2	1	ok	top-centre: ink missing from ours — a graphic, glyphs or a fill (1.06% of page, x 0.32-0.57, y 0.06-0.11)	0	
WG7_NCWF_Skills_Table__xls	xls	sheets	sheets/done-006/xls/WG7_NCWF_Skills_Table.XLS	44	0.23	0.0052	0.04	25	0	ok		0	
015_advanced_excel_bubble__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/015_advanced_excel_bubble.xlsx	3	0.22	0.0733	0.12	2	0	ok		0	
041_Crosswise_Quadrant_Diagram_ea8bdf52__pptx	pptx	slides	slides/chartset-010/pptx/041_Crosswise_Quadrant_Diagram_ea8bdf52.pptx	3	0.22	0.0733	0.11	1	0	ok		0	
048_Expense_trends_budget_18d1e8ba__xlsx	xlsx	sheets	sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	14	0.22	0.0157	0.10	2	0	ok		1	chart-fit-r97
050_Five-Point_Radial_Hub_00793e08__pptx	pptx	slides	slides/chartset-013/pptx/050_Five-Point_Radial_Hub_00793e08.pptx	3	0.22	0.0733	0.11	1	0	ok		0	
083_Infographic_Hexagon_Cluster_for_PowerPoint_and_Google_Slides_ef811a12__pptx	pptx	slides	slides/chartset-007/pptx/083_Infographic_Hexagon_Cluster_for_PowerPoint_and_Google_Slides_ef811a12.pptx	3	0.22	0.0733	0.12	1	0	ok		0	
FMRBullletinB-28__doc	doc	words	words/done-002/doc/FMRBullletinB-28.doc	2	0.22	0.1100	0.22	2	1	ok	middle-centre: ink missing from ours — a graphic, glyphs or a fill (0.98% of page, x 0.14-0.59, y 0.51-0.53)	3	dotnet;fonts-r64
Pre-Application_Letter_of_Intent_Example__docx	docx	words	words/done-001/docx/Pre-Application_Letter_of_Intent_Example.docx	1	0.22	0.2200	0.22	1	0	ok		2	words-continuous-header-r70;words-continuous-r72
2024-2nd-quarter-case-summaries__doc	doc	words	words/done-008/doc/2024-2nd-quarter-case-summaries.doc	10	0.21	0.0210	0.04	1	0	ok		1	words-r56
cy10_primary_enplanements__xls	xls	sheets	sheets/done-005/xls/cy10_primary_enplanements.xls	12	0.21	0.0175	0.04	3	0	ok		1	ods-band-r75
laufende-nip-vorhaben-hyland__xls	xls	sheets	sheets/done-015/xls/laufende-nip-vorhaben-hyland.xls	18	0.21	0.0117	0.05	17	0	ok		2	numfmt-r68;sheets-r30
003_Contextures_chart_sample_9bda2719__xlsm	xlsm	sheets	sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	6	0.20	0.0333	0.13	4	0	ok		7	chart-inner-r110;sheets-r58;sheets-r59;sheets-r61;slides-r59
010_Contextures_chart_sample_e6ea06a3__xlsx	xlsx	sheets	sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	6	0.20	0.0333	0.16	2	0	ok		0	
030_Unit_Circle_Chart_Points_System_23b5ef07__docx	docx	words	words/chartset-009/docx/030_Unit_Circle_Chart_Points_System_23b5ef07.docx	1	0.20	0.2000	0.20	1	0	ok		1	words-r51-flies
059_Four-Part_Concept_Puzzle_30cea7e5__pptx	pptx	slides	slides/chartset-014/pptx/059_Four-Part_Concept_Puzzle_30cea7e5.pptx	6	0.20	0.0333	0.04	1	0	ok		0	
097_Labeled_Organization_Chart_for_PowerPoint_and_Google_Slides_f24fa592__pptx	pptx	slides	slides/chartset-011/pptx/097_Labeled_Organization_Chart_for_PowerPoint_and_Google_Slides_f24fa592.pptx	3	0.20	0.0667	0.14	1	0	ok		0	
stacked_area_chart__pptx	pptx	slides	slides/chartset-001/pptx/stacked_area_chart.pptx	1	0.20	0.2000	0.20	1	0	ok		14	dotnet;slides-r59;slides-r60;slides-r62;stroke-resid-r117
003__doc	doc	words	words/done-006/doc/003.doc	5	0.19	0.0380	0.15	1	0	ok		395	L1-text-metrics;L4-doc-legacy;L5-slides;L8-drawing;chart-cat-reverse;chart-inner-r110
00514292__xlsx	xlsx	sheets	sheets/done-003/xlsx/00514292.xlsx	9	0.19	0.0211	0.15	3	0	ok		4	odf-gate-01;sheets-d-01;sheets-r52-condvalue
092_Business_Case_Template_Convenient_Format_00786cce__docx	docx	words	words/chartset-008/docx/092_Business_Case_Template_Convenient_Format_00786cce.docx	7	0.19	0.0271	0.19	2	0	ok		0	
092_Volunteer_Sign_Up_Sheet_Template_Complete_Guide_31fe4d22__xlsx	xlsx	sheets	sheets/chartset-008/xlsx/092_Volunteer_Sign_Up_Sheet_Template_Complete_Guide_31fe4d22.xlsx	1	0.19	0.1900	0.19	1	1	ok	top-left: a fill or background shading the reference has and we do not (1.15% of page, x 0.08-0.27, y 0.10-0.16)	0	
National-Reports__xlsx	xlsx	sheets	sheets/done-005/xlsx/National-Reports.xlsx	6	0.19	0.0317	0.15	1	0	ok		1	sheets-r54
RVSM_Non_approved_list_2025_84c0b3f4ac__xlsx	xlsx	sheets	sheets/done-008/xlsx/RVSM_Non_approved_list_2025_84c0b3f4ac.xlsx	2	0.19	0.0950	0.16	1	0	ok		1	dotnet
technical-report-template__docx	docx	words	words/done-007/docx/technical-report-template.docx	7	0.19	0.0271	0.15	2	0	ok		9	dotnet;rtf-heading-r98
025_Unit_Circle_Chart_Cos_and_Sin_Model_1ed01892__docx	docx	words	words/chartset-007/docx/025_Unit_Circle_Chart_Cos_and_Sin_Model_1ed01892.docx	1	0.18	0.1800	0.18	1	0	ok		1	words-r51-flies
051_Five-Stage_Zigzag_Timeline_2bd39be9__pptx	pptx	slides	slides/chartset-011/pptx/051_Five-Stage_Zigzag_Timeline_2bd39be9.pptx	3	0.18	0.0600	0.09	2	0	ok		0	
054_Organogram_Template_Grey_Vertical_Theme_b2dbd9a8__docx	docx	words	words/chartset-005/docx/054_Organogram_Template_Grey_Vertical_Theme_b2dbd9a8.docx	1	0.18	0.1800	0.18	1	0	ok		0	
092_Infographic_Tree_Diagram_for_PowerPoint_and_Google_Slides_d721fa00__pptx	pptx	slides	slides/chartset-007/pptx/092_Infographic_Tree_Diagram_for_PowerPoint_and_Google_Slides_d721fa00.pptx	3	0.18	0.0600	0.10	1	0	ok		0	
096_Business_Case_Template_Editable_Layout_41fe0bc0__docx	docx	words	words/chartset-012/docx/096_Business_Case_Template_Editable_Layout_41fe0bc0.docx	1	0.18	0.1800	0.18	1	0	ok		1	words-r53
099_Volunteer_Sign_Up_Sheet_Template_Stylish_Format_c0cc35a6__xlsx	xlsx	sheets	sheets/chartset-008/xlsx/099_Volunteer_Sign_Up_Sheet_Template_Stylish_Format_c0cc35a6.xlsx	1	0.18	0.1800	0.18	1	1	ok	top-left: a fill or background shading we draw and the reference does not (1.18% of page, x 0.08-0.28, y 0.09-0.15)	0	
final-technical-report-template__docx	docx	words	words/done-007/docx/final-technical-report-template.docx	6	0.18	0.0300	0.08	1	0	ok		9	dotnet;rtf-heading-r98
info-bulletin-601__doc	doc	words	words/extra-001/doc/info-bulletin-601.doc	6	0.18	0.0300	0.04	3	0	ok		24	dotnet;emptypage-01;rtf-shape-r73;words-d-01;words-e1-01;words-extra-01
private-hire-operators-licensed__docx	docx	words	words/done-001/docx/private-hire-operators-licensed.docx	2	0.18	0.0900	0.10	1	0	ok		0	
005_advanced_powerpoint_doughnut__pptx	pptx	slides	slides/chartset-003/pptx/005_advanced_powerpoint_doughnut.pptx	1	0.17	0.1700	0.17	1	0	ok		1	slides-r53
013_advanced_powerpoint_doughnut__pptx	pptx	slides	slides/chartset-004/pptx/013_advanced_powerpoint_doughnut.pptx	1	0.17	0.1700	0.17	1	0	ok		0	
021_advanced_powerpoint_doughnut__pptx	pptx	slides	slides/chartset-004/pptx/021_advanced_powerpoint_doughnut.pptx	1	0.17	0.1700	0.17	1	0	ok		0	
029_advanced_powerpoint_doughnut__pptx	pptx	slides	slides/chartset-004/pptx/029_advanced_powerpoint_doughnut.pptx	1	0.17	0.1700	0.17	1	0	ok		2	slides-r62
042_Diamond_Hub_Infographic_a60cfaa1__pptx	pptx	slides	slides/chartset-010/pptx/042_Diamond_Hub_Infographic_a60cfaa1.pptx	3	0.17	0.0567	0.08	1	0	ok		0	
046_Eight-Point_Strategic_Compass_35ee62de__pptx	pptx	slides	slides/chartset-011/pptx/046_Eight-Point_Strategic_Compass_35ee62de.pptx	3	0.17	0.0567	0.08	1	0	ok		0	
052_Organogram_Template_Colorful_Flow_Chart_cba9fbfe__docx	docx	words	words/chartset-005/docx/052_Organogram_Template_Colorful_Flow_Chart_cba9fbfe.docx	1	0.17	0.1700	0.17	1	0	ok		0	
065_Fourfold_Ribbon_Rings_for_PowerPoint_and_Google_Slides_39687419__pptx	pptx	slides	slides/chartset-008/pptx/065_Fourfold_Ribbon_Rings_for_PowerPoint_and_Google_Slides_39687419.pptx	3	0.17	0.0567	0.13	1	0	ok		0	
316r_a_e__doc	doc	words	words/done-005/doc/316r_a_e.doc	14	0.17	0.0121	0.06	3	0	ok		4	dotnet
316r_a_f__doc	doc	words	words/done-005/doc/316r_a_f.doc	14	0.17	0.0121	0.05	11	0	ok		0	
FMMO_NMPF_37C__xlsx	xlsx	sheets	sheets/done-001/xlsx/FMMO_NMPF_37C.xlsx	1	0.17	0.1700	0.17	1	1	ok	top-right: a fill or background shading we draw and the reference does not (1.52% of page, x 0.56-0.82, y 0.17-0.23)	1	sheets-wrap-01
SDL_FSDO_Part91_LOA_Checklist__docx	docx	words	words/done-006/docx/SDL_FSDO_Part91_LOA_Checklist.docx	2	0.17	0.0850	0.14	2	0	ok		4	dotnet;words-r54;words-r55
form_1123_application_form_rvsm_spa__docx	docx	words	words/done-009/docx/form_1123_application_form_rvsm_spa.docx	3	0.17	0.0567	0.10	1	0	ok		7	L3-docx-reader;dotnet;words-r55
ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles__ppt	ppt	slides	slides/done-002/ppt/ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles.ppt	20	0.17	0.0085	0.05	9	0	ok		0	
022_Unit_Circle_Chart_Circle_A_and_B_19dbf275__docx	docx	words	words/chartset-011/docx/022_Unit_Circle_Chart_Circle_A_and_B_19dbf275.docx	1	0.16	0.1600	0.16	1	0	ok		0	
078_Horizontal_Pyramid_Org_Chart_for_PowerPoint_and_Google_Slides_70ea115a__pptx	pptx	slides	slides/chartset-008/pptx/078_Horizontal_Pyramid_Org_Chart_for_PowerPoint_and_Google_Slides_70ea115a.pptx	3	0.16	0.0533	0.12	1	0	ok		0	
4400-91_Proposal_To_Lease_Space_10-2024__docx	docx	words	words/done-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	6	0.16	0.0267	0.05	5	0	ok		4	dotnet;words-justify-shrink;words-version-screen
foca_form_1__doc	doc	words	words/done-001/doc/foca_form_1.doc	3	0.16	0.0533	0.11	1	0	ok		3	dotnet;words-r58
omrIMInterpretiveGuideLine__doc	doc	words	words/done-013/doc/omrIMInterpretiveGuideLine.doc	2	0.16	0.0800	0.16	1	0	ok		15	dotnet;mismatch-classify-01;words-apo-capture-r70;words-r44
scatter_chart__pptx	pptx	slides	slides/chartset-001/pptx/scatter_chart.pptx	1	0.16	0.1600	0.16	1	0	ok		10	odp-chart-r72;odp-running-r71;slides-r59;slides-r60;slides-r63;stroke-resid-r117
053_Flow_Wave_Process_9c0082f4__pptx	pptx	slides	slides/chartset-011/pptx/053_Flow_Wave_Process_9c0082f4.pptx	3	0.15	0.0500	0.07	1	0	ok		0	
62599_FRANCE-BRAZIL- Air France Flight 447 crash__docx	docx	words	words/done-006/docx/62599_FRANCE-BRAZIL- Air France Flight 447 crash.docx	18	0.15	0.0083	0.06	1	0	ok		0	
Boeing 737 Max - Group 5__pptx	pptx	slides	slides/done-007/pptx/Boeing 737 Max - Group 5.pptx	2	0.15	0.0750	0.15	2	0	ok		0	
ecopy of 2016 statistical bulletin_public finance statistics_final__xlsx	xlsx	sheets	sheets/done-007/xlsx/ecopy of 2016 statistical bulletin_public finance statistics_final.xlsx	17	0.15	0.0088	0.05	11	1	ok	middle-left: a fill or background shading the reference has and we do not (0.42% of page, x 0.13-0.18, y 0.46-0.57)	0	
008_advanced_excel_radar__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/008_advanced_excel_radar.xlsx	3	0.14	0.0467	0.14	1	0	ok		0	
022_advanced_excel_scatter__xlsx	xlsx	sheets	sheets/chartset-001/xlsx/022_advanced_excel_scatter.xlsx	3	0.14	0.0467	0.14	1	0	ok		2	sheets-r58;slides-r63
024_advanced_excel_radar__xlsx	xlsx	sheets	sheets/chartset-003/xlsx/024_advanced_excel_radar.xlsx	3	0.14	0.0467	0.14	1	0	ok		0	
063_Foot_Reflexology_Chart_Complete_Guide_cf5ed992__docx	docx	words	words/chartset-014/docx/063_Foot_Reflexology_Chart_Complete_Guide_cf5ed992.docx	1	0.14	0.1400	0.14	1	1	ok	top-centre: ink we draw that the reference does not (0.74% of page, x 0.43-0.57, y 0.15-0.22)	0	
